Reference Number,Title of referral,Notification from EPBC Act,Date of notice,PDF Attachments,Non PDF Attachments,Download,Download Folder,PDFs Combined
2018/8343,"LA TROBE UNIVERSITY/Private/Lot- 1/PS444016/Victoria/La Trobe University Sports Precinct Stage 3, Bundoora Campus, Vic",Decision on approval of action: Approved with conditions,25/02/2021,Yes,No,Success,20188343_25022021_ltu_doaoaawc,Yes
2009/5173,Gladstone Area Water Board and SunWater Limited/Water Management and Use/Lower Fitzroy-Mackenzie Catchment/Queensland/Lower Fitzroy River Infrastructure Project,Correction notice,25/02/2021,Yes,No,Success,20095173_25022021_gawbasl_cn,Yes
2020/8841,"Sylvanvale Foundation/Residential Development/147 Garnet Road, Kareela/New South Wales/Kareela, Garnet Road Rezoning",Suspension of Referral Decision Timeframe Period,25/02/2021,Yes,No,Success,20208841_25022021_sf_sordtp,Yes
2021/8876,"Eurobodalla Shire Council/Transport - Land/Grandfathers Gully Road intersection at Surf Beach, George Bass Dr, Lilli Pilli/New South Wales/George Bass Drive Lilli Pilli Road Realignment",Invitation for Public Comment on Referral,24/02/2021,Yes,No,Success,20218876_24022021_esc_ifpcor,Yes
2021/8874,Department of Transport/Transport - Land/Between Western Hwy and Beaufort–Lexton Road/Victoria/Beaufort Bypass,Decision whether action needs approval/Approval Required,24/02/2021,Yes,No,Success,20218874_24022021_dot_dwanaar,Yes
2020/8862,"S,C & B Catalano Pty Ltd/Mining/near Binningup/Western Australia/Lot 4 Runnymede Road, Wellesley - Proposed Sand Extraction",Invitation for Public Comment on Referral,24/02/2021,Yes,No,Success,20208862_24022021_sbcpl_ifpcor,Yes
2021/8883,"Western Australian Land Authority trading as DevelopmentWA/Commercial Development/Lot 20 and 42 Marriot Road, Wellesley/Western Australia/Lot 20 and 42 Marriot Road Commercial Development",Invitation for Public Comment on Referral,24/02/2021,Yes,No,Success,20218883_24022021_walatad_ifpcor,Yes
2021/8873,"Pioneer North Queensland/Natural Resources Management/Hussey Road, Mount Peter/Queensland/Edmonton Quarry Expansion",Invitation for Public Comment on Referral,24/02/2021,Yes,No,Success,20218873_24022021_pnq_ifpcor,Yes
2021/8874,Department of Transport/Transport - Land/Between Western Hwy and Beaufort–Lexton Road/Victoria/Beaufort Bypass,Decision on Assessment Approach: Accredited Assessment Process,24/02/2021,Yes,No,Success,20218874_24022021_dot_doaaaap,Yes
2020/8727,"White Wind No.1 Pty Ltd/Energy Generation and Supply (renewable)/Diamondy, approx. 15km NW of Jandowae, Western Downs Regional Council/Queensland/Wambo Wind Farm",Decision whether action needs approval/Approval Required,23/02/2021,Yes,No,Success,20208727_23022021_wwnpl_dwanaar,Yes
2021/8885,Atlas Iron Pty Ltd/Mining/between Port Hedland and Marble Bar/Western Australia/Sanjiv Ridge Project - Stage 2,Invitation for Public Comment on Referral,23/02/2021,Yes,No,Success,20218885_23022021_aipl_ifpcor,Yes
2020/8727,"White Wind No.1 Pty Ltd/Energy Generation and Supply (renewable)/Diamondy, approx. 15km NW of Jandowae, Western Downs Regional Council/Queensland/Wambo Wind Farm",Decision on Assessment Approach: Preliminary Documentation,23/02/2021,Yes,No,Success,20208727_23022021_wwnpl_doaapd,Yes
2019/8549,FUTURA RESOURCES LIMITED/Mining/Bowen Basin/Queensland/Fairhill Coal Project,Notification of Publication of Draft Public Environment Report: Invitation to comment,23/02/2021,Yes,No,Success,20198549_23022021_frl_nopodperitc,Yes
2021/8884,"Neoen Australia Pty Ltd/Energy Generation and Supply (renewable)/Blocks 1634 and 1635, Ginninderry, Belconnen/Australian Capital Territory/Territory Battery Energy Storage System",Invitation for Public Comment on Referral,22/02/2021,Yes,No,Success,20218884_22022021_napl_ifpcor,Yes
2013/6885,"ADANI MINING PTY LTD/Transport - Land/from proposed Carmichael Mine to Port of Abbot Point/Queensland/North Galilee Basin Rail Project, Qld",Notification of Variation to Approval,21/02/2021,Yes,No,Success,20136885_21022021_ampl_novta,Yes
2019/8520,"Department of Transport/Transport - Water/Port Hedland/Western Australia/Port Hedland Spoilbank Marina, WA",Decision on approval of action: Approved with conditions,19/02/2021,Yes,No,Success,20198520_19022021_dot_doaoaawc,Yes
2019/8554,LIGHTSOURCE DEVELOPMENT SERVICES AUSTRALIA PTY LTD/Energy Generation and Supply (renewable)/Lower Wonga/Queensland/Woolooga Solar Farms,Decision on approval of action: Approved with conditions,19/02/2021,Yes,No,Success,20198554_19022021_ldsapl_doaoaawc,Yes
2020/8870,"Reserve Bank of Australia/Commonwealth/65 Martin Place, Sydney/New South Wales/RBA HOWP 65 Martin Place, NSW",Decision whether action needs approval/Approval Not Required,19/02/2021,Yes,No,Success,20208870_19022021_rboa_dwanaanr,Yes
2020/8821,Tellus Holdings Ltd/Waste Management (non-sewerage)/45km south of Broken Hill/New South Wales/Blue Bush Project,Decision whether action needs approval/Approval Not Required,19/02/2021,Yes,No,Success,20208821_19022021_thl_dwanaanr,Yes
2010/5707,ORESOME AUSTRALIA PTY LTD/Mining/ML 20669 located 3km south west of Weipa at Urquhart point/Queensland/Urquhart Point mineral sands project,Notification of Transfer of Approval to Victorian Ferries Pty Ltd,18/02/2021,Yes,No,Success,20105707_18022021_oapl_notoatvfpl,Yes
2015/7626,"MAIN ROADS WA/Transport - Land/South of Capel, approx. 195km south of Perth/Western Australia/Bussell Highway - Capel to Hutton Section, WA",Correction notice,18/02/2021,Yes,No,Success,20157626_18022021_mrw_cn,Yes
2019/8601,"ATLAS IRON LIMITED/Mining/Various mining tenements, Pilbara/Western Australia/Miralga Creek Project, Pilbara region, WA",Decision on approval of action: Approved with conditions,18/02/2021,Yes,No,Success,20198601_18022021_ail_doaoaawc,Yes
2019/8583,ElectraNet/Energy Generation and Supply (non-renewable)/between Cultana and Port Lincoln/South Australia/Eyre Peninsula Transmission Line,Final recommendation report completed,17/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2021/8872,"Jackie Kerr/Residential Development/213 Pimpala Rd, Lyndoch/South Australia/213 Pimpala Road Lyndoch proposed dwelling",Decision whether action needs approval/Approval Not Required,17/02/2021,Yes,No,Success,20218872_17022021_jk_dwanaanr,Yes
2020/8856,Australia Pacific LNG/Energy Generation and Supply (non-renewable)/Surat and Bowen basins/Queensland/Gas Supply Security Project,Decision on Assessment Approach: Public Environment Report,17/02/2021,Yes,No,Success,20208856_17022021_apl_doaaper,Yes
2021/8875,"Boggabri Coal Pty Limited/Mining/Leards Forest Road, 15 km north east Boggabri, Boggabri/New South Wales/Boggabri Coal Mine SSD 09_0182 Modification 8",Invitation for Public Comment on Referral,17/02/2021,Yes,No,Success,20218875_17022021_bcpl_ifpcor,Yes
2019/8402,"THE MINISTER FOR ECONOMIC DEVELOPMENT QUEENSLAND/Water Management and Use/Combination of road reserve and lots. Affected roads and lots listed in answer to question 1.5/Queensland/Willowbank Industrial Park Trunk Water Main, Ipswich, Qld",Notification of Publication of Final Preliminary Documentation,17/02/2021,Yes,No,Success,20198402_17022021_tmfedq_nopofpd,Yes
2020/8856,Australia Pacific LNG/Energy Generation and Supply (non-renewable)/Surat and Bowen basins/Queensland/Gas Supply Security Project,Decision whether action needs approval/Approval Required,17/02/2021,Yes,No,Success,20208856_17022021_apl_dwanaar,Yes
2017/8079,"SUBSEA 7 AUSTRALIA CONTRACTING PTY LTD/Manufacturing/Heron Point/Western Australia/Learmonth Bundle Site and Launchway, WA",Notification of Proposal Withdrawn,17/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8842,"Dunland Property Pty Ltd/Residential Development/Gooseberry Hill/Western Australia/Ridge Hill Road intersection modification and offsite water main installation, Gooseberry Hill, WA",Decision whether action needs approval/Approval Not Required,16/02/2021,Yes,No,Success,20208842_16022021_dppl_dwanaanr,Yes
2015/7585,"QRE Pty Ltd/Tourism and Recreation/Black Head, Curtis Island, Qld/Queensland/Turtle Street Beach Resort, Curtis Island, Qld",Correction notice,16/02/2021,Yes,No,Success,20157585_16022021_qpl_cn,Yes
2014/7388,"northrow (Qld) P/L/Residential Development/Cumner Road, White Rock, Ripley Valley/Queensland/Cumner Road mixed use subdivision, Whiterock,Ripley Valley,Qld",Notification of Variation to Approval,16/02/2021,Yes,No,Success,20147388_16022021_nqp_novta,Yes
2020/8860,"Dalrymple Bay Infrastructure Management Pty Ltd (‘DBI Mgt’)/Transport - Water/Hay Point Road, Hay Point, 4740/Queensland/Dalrymple Bay Terminal 8X Project",Decision whether action needs approval/Approval Not Required,16/02/2021,Yes,No,Success,20208860_16022021_dbimpl‘m_dwanaanr,No
2014/7255,"HAY POINT EXPORTS PTY LTD/Transport - Water/Port of Hay Point/Queensland/Bowen Basin Terminal (BBT) Hay Point, QLD",Notification to Lapse,15/02/2021,Yes,No,Success,20147255_15022021_hpepl_ntl,Yes
2017/8007,"MULTICOM RESOURCES PTY LTD/Mining/EPM26410/Queensland/Saint Elmo Vanadium Project, 25 km east Julia Creek, QLD",Assessment Process Notice: Extension of time in which to make a decision whether to approve a controlled action,15/02/2021,Yes,No,Success,20178007_15022021_mrpl_apneotiwtmadwtaaca,Yes
2021/8887,"Josko Garbin/Residential Development/Lot 877 Parcel 202761 (Attachment 3)/Western Australia/Lot 877 Stakehill Road, Karnup",Invitation for Public Comment on Referral,15/02/2021,Yes,No,Success,20218887_15022021_jg_ifpcor,Yes
2020/8841,"Sylvanvale Foundation/Residential Development/147 Garnet Road, Kareela/New South Wales/Kareela, Garnet Road Rezoning",Suspension of Referral Decision Timeframe Period,12/02/2021,Yes,No,Success,20208841_12022021_sf_sordtp,Yes
2019/8584,"Calidus Resources Limited/Mining/Various mining, exploration and prospecting leases, as outlined in Section 2.2 of the SIR/Western Australia/Warrawoona Gold Project, Pilbara Region, WA",Decision on approval of action: Approved with conditions,12/02/2021,Yes,No,Success,20198584_12022021_crl_doaoaawc,Yes
2009/4974,"AUSTRALIA PACIFIC LNG PTY LIMITED/Energy Generation and Supply (non-renewable)/Walloon Gas Fields, Surat Basin, Darling Downs/Queensland/Expansion of Coal Seam Gas Fields",Notification of Variation to Approval,12/02/2021,Yes,No,Success,20094974_12022021_aplpl_novta,Yes
2017/8133,"LATTICE ENERGY LIMITED/Exploration (mineral, oil and gas - marine)/Multiple lots/Western Australia/Trieste 3D seismic survey, WA",Notification of Variation to Approval,12/02/2021,Yes,No,Success,20178133_12022021_lel_novta,Yes
2020/8829,Aquatec Pty Ltd/Aquaculture/near Cooktown/Queensland/Aquatec Pty Ltd prawn farm redevelopment Cooktown,Notification of Proposal Withdrawn,12/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2018/8287,"MAXWELL VENTURES (MANAGEMENT) PTY LTD/Mining/Thomas Mitchell Drive, Muswellbrook, NSW, 2333/New South Wales/Maxwell Coal Mine, Hunter Valley, NSW",Final recommendation report completed,11/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8866,"MONTAGUE VY NO1 PTY LTD/Agriculture and Forestry/Tom Cullity Drive, Wilyabrup/Western Australia/Lot 32 Tom Cullity Drive, Wilyabrup",Decision on Assessment Approach: Preliminary Documentation,11/02/2021,Yes,No,Success,20208866_11022021_mvnpl_doaapd,Yes
2010/5394,MIDDLEMOUNT COAL PTY LTD/Mining/Bowen Basin/Queensland/Middlemount Coal Project Stage 2,Correction notice,10/02/2021,Yes,No,Success,20105394_10022021_mcpl_cn,Yes
2013/6885,"ADANI MINING PTY LTD/Transport - Land/from proposed Carmichael Mine to Port of Abbot Point/Queensland/North Galilee Basin Rail Project, Qld",Statement of Reasons: Decision under section 143,10/02/2021,Yes,No,Success,20136885_10022021_ampl_sordus1,Yes
2018/8343,"LA TROBE UNIVERSITY/Private/Lot- 1/PS444016/Victoria/La Trobe University Sports Precinct Stage 3, Bundoora Campus, Vic",Final recommendation report completed,10/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2010/5736,ADANI MINING PTY LTD/Mining/Moray Downs Cattle Station 160km North West of Clermont/Queensland/Carmichael Coal Mine and Rail Project,Statement of Reasons: Decision under section 143,10/02/2021,Yes,No,Success,20105736_10022021_ampl_sordus1,Yes
2021/8882,"Ausgold Limited/Exploration (mineral, oil and gas - non-marine)/Approximately 36 km north east of Katanning/Western Australia/Katanning Infill Drill Program",Invitation for Public Comment on Referral,10/02/2021,Yes,No,Success,20218882_10022021_al_ifpcor,Yes
2018/8383,"PERDAMAN CHEMICALS AND FERTILISERS PTY LTD/Manufacturing/Site C and F of the BSIA/Western Australia/Perdaman Urea Project, near Karratha, WA",Notification of Variation to Proposal,10/02/2021,Yes,No,Success,20188383_10022021_pcafpl_novtp,Yes
2020/8835,"Armstrong Creek Development Corporation Pty Ltd/Water Management and Use/811-889 Barwon Heads Rd, 8km south of Geelong/Victoria/DIDR01 Wetlands, Barwon Heads Road, Armstrong Creek",Decision whether action needs approval/Approval Not Required - particular manner,9/02/2021,Yes,No,Success,20208835_09022021_acdcpl_dwanaanrpm,Yes
2020/8866,"MONTAGUE VY NO1 PTY LTD/Agriculture and Forestry/Tom Cullity Drive, Wilyabrup/Western Australia/Lot 32 Tom Cullity Drive, Wilyabrup",Decision whether action needs approval/Approval Required,8/02/2021,Yes,No,Success,20208866_08022021_mvnpl_dwanaar,Yes
2020/8867,"Lotus Creek Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/Croydon, Marlborough Sarina Rd, Lotus Creek/Queensland/Lotus Creek Wind Farm",Decision on Assessment Approach: Preliminary Documentation,8/02/2021,Yes,No,Success,20208867_08022021_lcwfpl_doaapd,Yes
2020/8864,Specimen Hill Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/near Biloela/Queensland/Specimen Hill Wind Farm,Decision whether action needs approval/Approval Required,8/02/2021,Yes,No,Success,20208864_08022021_shwfpl_dwanaar,Yes
2020/8839,"Qube (on behalf of SIMTA)/Transport - Land/Moorebank Avenue, Moorebank, NSW, 2170, Australia/New South Wales/Moorebank Avenue Realignment",Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,8/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8839,"Qube (on behalf of SIMTA)/Transport - Land/Moorebank Avenue, Moorebank, NSW, 2170, Australia/New South Wales/Moorebank Avenue Realignment",Decision whether action needs approval/Approval Required,8/02/2021,Yes,No,Success,20208839_08022021_qobos_dwanaar,Yes
2020/8867,"Lotus Creek Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/Croydon, Marlborough Sarina Rd, Lotus Creek/Queensland/Lotus Creek Wind Farm",Decision whether action needs approval/Approval Required,8/02/2021,Yes,No,Success,20208867_08022021_lcwfpl_dwanaar,Yes
2020/8864,Specimen Hill Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/near Biloela/Queensland/Specimen Hill Wind Farm,Decision on Assessment Approach: Preliminary Documentation,8/02/2021,Yes,No,Success,20208864_08022021_shwfpl_doaapd,Yes
2020/8805,Department of State Growth/Transport - Land/Tasman Highway/Tasmania/Tasman Highway Upgrade – Hobart Airport to Sorell Causeway,Decision on Assessment Approach: Preliminary Documentation,8/02/2021,Yes,No,Success,20208805_08022021_dosg_doaapd,Yes
2020/8805,Department of State Growth/Transport - Land/Tasman Highway/Tasmania/Tasman Highway Upgrade – Hobart Airport to Sorell Causeway,Decision whether action needs approval/Approval Required,8/02/2021,Yes,No,Success,20208805_08022021_dosg_dwanaar,Yes
2009/5031,"MAIN ROADS WESTERN AUSTRALIA/Transport - Land/Kwinana Freeway to Stock Road/Western Australia/Roe Highway extension, Kwinana Freeway to Stock Road, WA",Notification of Variation to Approval,7/02/2021,Yes,No,Success,20095031_07022021_mrwa_novta,Yes
2020/8871,Cleary Bros/Mining/Croom/New South Wales/Albion Park Quarry Extraction Area Stage 7 Extension,Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,5/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8871,Cleary Bros/Mining/Croom/New South Wales/Albion Park Quarry Extraction Area Stage 7 Extension,Decision whether action needs approval/Approval Required,5/02/2021,Yes,No,Success,20208871_05022021_cb_dwanaar,Yes
2020/8849,"Lendlease Communities (Shoreline) Pty Ltd/Waste Management (sewerage)/Longland Road to Serpentine Creek Road, Redland Bay/Queensland/Southern Redland Bay Wastewater Treatment Plant",Suspension of Referral Decision Timeframe Period,5/02/2021,Yes,No,Success,20208849_05022021_lcspl_sordtp,Yes
2019/8576,"BM Alliance Coal Operations Pty Limited/Mining/Saraji Mine, Dysart/Queensland/Spring Creek to Phillips Creek Diversion",Notification of Publication of Final Preliminary Documentation,4/02/2021,Yes,No,Success,20198576_04022021_bacopl_nopofpd,Yes
2020/8704,"Manyana Coast Pty Ltd/Residential Development/Multiple lots/New South Wales/Residential Development, Lot 172 DP 755923 and Lot 823 DP 247285, Manyana, NSW",Statement of Reasons: Decision under section 87,4/02/2021,Yes,No,Success,20208704_04022021_mcpl_sordus8,Yes
2020/8858,"Logan City Council/Transport - Land/185-483 Edelsten Road, Jimboomba/Queensland/Edelsten Road Upgrade",Invitation for Public Comment on Referral,4/02/2021,Yes,No,Success,20208858_04022021_lcc_ifpcor,Yes
2020/8839,"Qube (on behalf of SIMTA)/Transport - Land/Moorebank Avenue, Moorebank, NSW, 2170, Australia/New South Wales/Moorebank Avenue Realignment",Suspension of Referral Decision Timeframe Period,3/02/2021,Yes,No,Success,20208839_03022021_qobos_sordtp,Yes
2019/8554,LIGHTSOURCE DEVELOPMENT SERVICES AUSTRALIA PTY LTD/Energy Generation and Supply (renewable)/Lower Wonga/Queensland/Woolooga Solar Farms,Final recommendation report completed,3/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8865,"Qube Hammond Link Pty Ltd/Residential Development/Hamond Park/Western Australia/Residential Development of Lots 76 and 107 Wattleup Road, Hamond Park",Decision whether action needs approval/Approval Not Required,3/02/2021,Yes,No,Success,20208865_03022021_qhlpl_dwanaanr,Yes
2019/8582,"Major Projects Canberra/Transport - Land/Northbourne Avenue, London Circuit (West) and Commonwealth Avenue/Australian Capital Territory/City to Commonwealth Park Light Rail 2A",Decision on approval of action: Approved with conditions,2/02/2021,Yes,No,Success,20198582_02022021_mpc_doaoaawc,Yes
2020/8850,OMPS Pty Ltd/Energy Generation and Supply (renewable)/Armidale Road between Armidale and Kempsey/New South Wales/Oven Mountain Pumped Hydro Energy Storage Project,Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,1/02/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8850,OMPS Pty Ltd/Energy Generation and Supply (renewable)/Armidale Road between Armidale and Kempsey/New South Wales/Oven Mountain Pumped Hydro Energy Storage Project,Decision whether action needs approval/Approval Required,1/02/2021,Yes,No,Success,20208850_01022021_opl_dwanaar,Yes
2020/8859,New Base Metals Pty Ltd/Mining/50km SE of Broken Hill/New South Wales/Kanbarra preliminary drilling,Decision whether action needs approval/Approval Not Required,29/01/2021,Yes,No,Success,20208859_29012021_nbmpl_dwanaanr,Yes
2020/8831,Charters Towers Regional Council/Water Management and Use/the Burdekin River approximately 26 km north of Charters Towers/Queensland/Big Rocks Weir,Decision whether action needs approval/Approval Required,29/01/2021,Yes,No,Success,20208831_29012021_ctrc_dwanaar,Yes
2019/8520,"Department of Transport/Transport - Water/Port Hedland/Western Australia/Port Hedland Spoilbank Marina, WA",Final recommendation report completed,29/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2018/8343,"LA TROBE UNIVERSITY/Private/Lot- 1/PS444016/Victoria/La Trobe University Sports Precinct Stage 3, Bundoora Campus, Vic",Notification of Publication of Final Preliminary Documentation,29/01/2021,Yes,No,Success,20188343_29012021_ltu_nopofpd,Yes
2020/8798,"Order of the Servants of Mary Incorporated/Residential Development/City of Wanneroo/Western Australia/Lot 9000 Wanneroo Road Sinagra Mixed Use Development, Western Australia",Decision on Assessment Approach: Accredited Assessment Process,28/01/2021,Yes,No,Success,20208798_28012021_ootsomi_doaaaap,Yes
2020/8702,"Wollongong Coal Limited/Mining/7 Princes Hwy, Corrimal/New South Wales/Russell Vale Colliery Revised Underground Expansion Project",Notification of Publication of Draft Public Environment Report: Invitation to comment,28/01/2021,Yes,No,Success,20208702_28012021_wcl_nopodperitc,Yes
2021/8874,Department of Transport/Transport - Land/Between Western Hwy and Beaufort–Lexton Road/Victoria/Beaufort Bypass,Invitation for Public Comment on Referral,27/01/2021,Yes,No,Success,20218874_27012021_dot_ifpcor,Yes
2020/8851,"Santos CSG Pty Ltd/Energy Generation and Supply (non-renewable)/50 km north of Injune, Towrie/Queensland/Towrie Gas Development",Decision whether action needs approval/Approval Required,27/01/2021,Yes,No,Success,20208851_27012021_scpl_dwanaar,Yes
2020/8855,"Australian Broadcasting Corporation/Commonwealth/2 Lanceley Pl, Artarmon/New South Wales/ABC Proposed Sale of Property Commonwealth Land",Decision whether action needs approval/Approval Not Required,27/01/2021,Yes,No,Success,20208855_27012021_abc_dwanaanr,Yes
2020/8851,"Santos CSG Pty Ltd/Energy Generation and Supply (non-renewable)/50 km north of Injune, Towrie/Queensland/Towrie Gas Development",Decision on Assessment Approach: Public Environment Report,27/01/2021,Yes,No,Success,20208851_27012021_scpl_doaaper,Yes
2019/8582,"Major Projects Canberra/Transport - Land/Northbourne Avenue, London Circuit (West) and Commonwealth Avenue/Australian Capital Territory/City to Commonwealth Park Light Rail 2A",Assessment Process Notice: Extension of time in which to make a decision whether to approve a controlled action,27/01/2021,Yes,No,Success,20198582_27012021_mpc_apneotiwtmadwtaaca,Yes
2020/8637,"Sealark Pty Ltd/Residential Development/Multiple lots, Callala Bay/New South Wales/Callala Bay Residential Development",Notification of Publication of Preliminary Documentation: Invitation to Comment,27/01/2021,Yes,No,Success,20208637_27012021_spl_nopopditc,Yes
2020/8841,"Sylvanvale Foundation/Residential Development/147 Garnet Road, Kareela/New South Wales/Kareela, Garnet Road Rezoning",Suspension of Referral Decision Timeframe Period,22/01/2021,Yes,No,Success,20208841_22012021_sf_sordtp,Yes
2005/2394,Roy Weston Project Development/Commercial Development/Dawesville/Western Australia/Subdivision Lot 1 Dawesville Rd,Notification of Variation to Approval,22/01/2021,Yes,No,Success,20052394_22012021_rwpd_novta,Yes
2020/8857,"Wind Projects Australia Project 1 Pty Ltd/Energy Generation and Supply (renewable)/Wombelano, north-west of Melbourne/Victoria/Wombelano Wind Farm",Decision whether action needs approval/Approval Not Required,22/01/2021,Yes,No,Success,20208857_22012021_wpap1pl_dwanaanr,Yes
2020/8645,"EMKC AU Industrial 2 Pty Ltd/Commercial Development/Robinsons Road Employment Area South precinct, Truganina/Victoria/489A Robinsons Road Truganina",Decision on approval of action: Approved with conditions,22/01/2021,Yes,No,Success,20208645_22012021_eai2pl_doaoaawc,Yes
2020/8838,"Viva Energy Gas Australia Pty Ltd/Energy Generation and Supply (non-renewable)/Corio Bay, Port of Geelong/Victoria/Viva Energy Gas Terminal Project",Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,21/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2017/7976,"Gladstone Ports Corporation Limited/Transport - Water/Port of Gladstone/Queensland/Clinton Vessel Interaction Project - Clinton Widening, Qld",Notification of Variation to Approval,21/01/2021,Yes,No,Success,20177976_21012021_gpcl_novta,Yes
2020/8870,"Reserve Bank of Australia/Commonwealth/65 Martin Place, Sydney/New South Wales/RBA HOWP 65 Martin Place, NSW",Invitation for Public Comment on Referral,21/01/2021,Yes,No,Success,20208870_21012021_rboa_ifpcor,Yes
2020/8818,"Sun Cable Pty Ltd/Energy Generation and Supply (renewable)/Extending from Elliot in regional Northern Territory, through Darwin and across to Singapore/Northern Territory/Australia-ASEAN Power Link",Decision on Assessment Approach: Accredited Assessment Process,21/01/2021,Yes,No,Success,20208818_21012021_scpl_doaaaap,Yes
2020/8838,"Viva Energy Gas Australia Pty Ltd/Energy Generation and Supply (non-renewable)/Corio Bay, Port of Geelong/Victoria/Viva Energy Gas Terminal Project",Decision whether action needs approval/Approval Required,21/01/2021,Yes,No,Success,20208838_21012021_vegapl_dwanaar,Yes
2017/7864,"MAIN ROADS/Transport - Land/Brand Highway, Gingin, WA, 6503/Western Australia/Brand Highway Widening and Passing Lanes Project 34.83-164.3 SLK",Extension of time to provide offsets attributes and shapefiles,20/01/2021,Yes,No,Success,20177864_20012021_mr_eottpoaas,Yes
2020/8835,"Armstrong Creek Development Corporation Pty Ltd/Water Management and Use/811-889 Barwon Heads Rd, 8km south of Geelong/Victoria/DIDR01 Wetlands, Barwon Heads Road, Armstrong Creek",Invitation for Public Comment on Referral,19/01/2021,Yes,No,Success,20208835_19012021_acdcpl_ifpcor,Yes
2020/8860,"Dalrymple Bay Infrastructure Management Pty Ltd (‘DBI Mgt’)/Transport - Water/Hay Point Road, Hay Point, 4740/Queensland/Dalrymple Bay Terminal 8X Project",Suspension of Referral Decision Timeframe Period,19/01/2021,Yes,No,Success,20208860_19012021_dbimpl‘m_sordtp,No
2020/8856,Australia Pacific LNG/Energy Generation and Supply (non-renewable)/Surat and Bowen basins/Queensland/Gas Supply Security Project,Invitation for Public Comment on Referral,19/01/2021,Yes,No,Success,20208856_19012021_apl_ifpcor,Yes
2021/8872,"Jackie Kerr/Residential Development/213 Pimpala Rd, Lyndoch/South Australia/213 Pimpala Road Lyndoch proposed dwelling",Invitation for Public Comment on Referral,18/01/2021,Yes,No,Success,20218872_18012021_jk_ifpcor,Yes
2020/8647,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Nyah-Vinifera Park, Vinifera, Victoria, 3594, Australia/Victoria/Vinifera Floodplain Restoration Project, Vic",Statement of Reasons: Decision under section 75,18/01/2021,Yes,No,Success,20208647_18012021_lmuarwc_sordus7,Yes
2020/8648,Lower Murray Urban and Rural Water Corporation/Water Management and Use/Nyah-Vinifera Park/Victoria/Nyah Floodplain Restoration Project,Statement of Reasons: Decision under section 75,18/01/2021,Yes,No,Success,20208648_18012021_lmuarwc_sordus7,Yes
2019/8583,ElectraNet/Energy Generation and Supply (non-renewable)/between Cultana and Port Lincoln/South Australia/Eyre Peninsula Transmission Line,Notification of Publication of Final Preliminary Documentation,17/01/2021,Yes,No,Success,20198583_17012021_e_nopofpd,Yes
2020/8845,"Department for Infrastructure and Transport, Government of South Australia/Transport - Land/Granite Island Road, Victor Harbor/South Australia/Granite Island Causeway Project",Decision whether action needs approval/Approval Not Required - particular manner,15/01/2021,Yes,No,Success,20208845_15012021_dfiatgosa_dwanaanrpm,Yes
2017/8116,"MRV SURAT BASIN COAL PTY LTD/Mining/MDL420/Queensland/Surat Basin Coal Project, 25 km south of Wandoan, QLD",Notification to Lapse,15/01/2021,Yes,No,Success,20178116_15012021_msbcpl_ntl,Yes
2020/8806,REMONDIS/Waste Management (non-sewerage)/Ipswich/Queensland/REMONDIS Waste to Energy Facility,Decision whether action needs approval/Approval Not Required,15/01/2021,Yes,No,Success,20208806_15012021_r_dwanaanr,Yes
2020/8842,"Dunland Property Pty Ltd/Residential Development/Gooseberry Hill/Western Australia/Ridge Hill Road intersection modification and offsite water main installation, Gooseberry Hill, WA",Invitation for Public Comment on Referral,15/01/2021,Yes,No,Success,20208842_15012021_dppl_ifpcor,Yes
2020/8837,Rye Park Renewable Energy Pty Ltd/Energy Generation and Supply (renewable)/near Yass/New South Wales/Rye Park Wind Farm,Notification of Publication of Preliminary Documentation: Invitation to Comment,14/01/2021,Yes,No,Success,20208837_14012021_rprepl_nopopditc,Yes
2010/5736,ADANI MINING PTY LTD/Mining/Moray Downs Cattle Station 160km North West of Clermont/Queensland/Carmichael Coal Mine and Rail Project,Notification of Variation to Approval,13/01/2021,Yes,No,Success,20105736_13012021_ampl_novta,Yes
